epoch,train_loss,eval_loss,eval_top1,eval_top5
0,1.3585463634559087,1.3104777378318584,39.823008849557525,100.0
1,2.4537582525185178,1.3846619192477876,58.4070796460177,100.0
2,1.3524462921278817,0.9027412887168141,62.83185840707964,100.0
3,1.3084849502359117,1.006602599557522,59.29203539823009,100.0
4,1.147906854748726,0.9858614491150443,60.176991150442475,100.0
5,1.0950933141367776,0.9199910121681416,59.29203539823009,100.0
6,1.0799134288515364,0.8805828263274337,59.292035313834134,100.0
7,1.0659200953585761,0.9423828125,61.94690265486726,100.0
8,1.0828415155410767,0.8462043694690266,61.06194690265487,100.0
9,1.0537368123020445,0.9493829507743363,54.86725662028895,100.0
10,1.0510549311126982,0.9269997925884956,59.29203539823009,100.0
11,1.0501373623098647,0.8076171875,66.3716814159292,100.0
12,1.0618127073560442,0.8137012582964602,63.716814159292035,100.0
13,1.0511707557099206,0.8337510370575221,65.48672566371681,100.0
14,1.041512634072985,0.8315645741150443,64.60176986086685,100.0
15,1.02916576394013,0.9008227323008849,62.83185840707964,100.0
16,1.0220811792782374,0.8367325774336283,64.60176991150442,100.0
17,1.0513937643596105,0.8330683075221239,61.94690265486726,100.0
18,1.0339463544743401,0.8524785674778761,70.79646016011196,100.0
19,1.019214119229998,0.8603429203539823,69.02654865568718,100.0
20,1.0209837641034807,0.7603360066371682,70.79646017699115,100.0
21,1.031453285898481,0.7670509540929203,69.02654857129123,100.0
22,1.0096801412957055,0.8900632605088495,64.60176989462524,100.0
23,1.0094754632030214,0.7751572870575221,69.91150442477876,100.0
24,1.0012528853757041,0.7889328678097345,65.48672566371681,100.0
25,0.9961856028863362,0.7916465016592921,69.91150442477876,100.0
26,0.99315887263843,0.8505168003318584,65.48672566371681,100.0
27,1.007524503128869,0.7864612140486725,65.48672564683763,100.0
28,1.0082222989627294,0.8399388136061947,66.3716814159292,100.0
29,0.9977141597441265,0.7470443860619469,63.71681410865446,100.0
30,0.990851104259491,0.7868673949115044,71.68141592920354,100.0
31,1.011984380228179,0.8466537610619469,61.061946868896484,100.0
32,0.9832246133259365,0.7883884126106194,67.2566371681416,100.0
33,1.0102250533444541,0.7998046875,68.14159292035399,100.0
34,0.9792020789214543,0.7734461421460177,69.91150437414119,100.0
35,0.9860040758337293,0.7725905696902655,72.56637168141593,100.0
36,0.9922178323779788,0.8406906803097345,64.60176991150442,100.0
37,0.9879631400108337,0.7425418279867256,69.91150442477876,100.0
38,0.9411039905888694,0.7715016592920354,68.14159292035399,100.0
39,0.9613377664770398,0.7903588219026548,69.91150440789957,100.0
40,1.008372860295432,0.7758659430309734,68.14159292035399,100.0
41,0.9575718683855874,0.7836525165929203,68.14159292035399,100.0
42,0.9654835952179772,0.8209779452433629,65.48672566371681,100.0
43,0.9821171845708575,0.7900304203539823,68.1415928865956,100.0
44,0.9764787278005055,0.7881291482300885,69.91150442477876,100.0
45,0.9535300433635712,0.7216364767699115,67.2566371512624,100.0
46,0.9511976710387638,0.7049139242256637,71.68141591232435,100.0
47,0.9703853939260755,0.7493345547566371,69.91150442477876,100.0
48,0.9506006836891174,0.7295440403761062,69.02654867256638,100.0
49,0.9543072240693229,0.7212475801991151,70.796460075716,100.0
50,0.9357906218085971,0.6883728567477876,73.45132741674912,100.0
51,0.9437977927071708,0.7244624585176991,69.02654865568718,100.0
52,0.9116763515131814,0.7206426299778761,72.56637161389916,100.0
53,0.9509352956499372,0.7183178926991151,73.45132738299074,100.0
54,0.94940485060215,0.7052250414823009,74.33628311832395,100.0
55,0.9309208456959043,0.7025286919247787,74.33628335463263,100.0
56,0.9269326265369143,0.7062620990044248,72.56637166453673,100.0
57,0.9296627598149436,0.676152862278761,73.45132741674912,100.0
58,0.9658874571323395,0.7191043279867256,75.2212389211739,100.0
59,0.9111775968755994,0.6863073838495575,73.45132738299074,100.0
60,0.9300925391060966,0.6928754148230089,70.79646010947438,100.0
61,0.9328580136810031,0.7017422566371682,71.68141592920354,100.0
62,0.9129688739776611,0.6492757881637168,76.1061946733863,100.0
63,0.9012548157146999,0.694050746681416,73.45132743362832,100.0
64,0.8983848563262394,0.6850542726769911,70.79646010947438,100.0
65,0.9144029872758048,0.6862296045353983,69.91150435726199,100.0
66,0.9052714194570269,0.6963668418141593,71.68141591232435,100.0
67,0.9123735342706952,0.6692996404867256,69.91150442477876,100.0
68,0.9342652239969799,0.7300280005530974,78.76106211569457,100.0
69,0.9190155906336648,0.6687551852876106,72.56637166453673,100.0
70,0.902733787894249,0.6977063744469026,71.68141592920354,100.0
71,0.8683632229055677,0.692097621681416,73.45132741674912,100.0
72,0.9021987340279988,0.6655662334070797,73.45132739986994,100.0
73,0.8769191269363675,0.6305828263274337,76.99115037496111,100.0
74,0.8556067283664431,0.6498548119469026,79.6460175978399,100.0
75,0.8662817180156708,0.6304618362831859,76.10619460586953,100.0
76,0.876032435468265,0.6300470132743363,77.87610616093188,100.0
77,0.8638714551925659,0.6512202710176991,76.99115042559869,100.0
78,0.8924925582749503,0.6678477599557522,76.99115035808192,100.0
79,0.8858217682157244,0.661936532079646,73.45132741674912,100.0
80,0.8966079652309418,0.646484375,76.10619458899033,100.0
81,0.8672969469002315,0.6241185011061947,76.99115037496111,100.0
82,0.8732737536941256,0.6132985342920354,75.22123887053633,100.0
83,0.8666439013821738,0.6313433351769911,78.76106184562751,100.0
84,0.8497613285269056,0.6012513827433629,81.41592937233173,100.0
85,0.8625847697257996,0.6358026825221239,78.76106187938589,100.0
86,0.8691263837473733,0.6223987140486725,78.76106187938589,100.0
87,0.8589348026684352,0.6326569413716814,78.7610618625067,100.0
88,0.8441274698291507,0.6039390901548672,79.6460175978399,100.0
89,0.8440950151000705,0.6052526963495575,80.53097335005228,100.0
90,0.8406777786357063,0.6025995575221239,79.64601786790696,100.0
91,0.8350647432463509,0.6129269220132744,79.6460175978399,100.0
92,0.8622736356088093,0.6063761753318584,78.76106184562751,100.0
93,0.8316892406770161,0.601847690818584,80.53097362011935,100.0
94,0.857029493365969,0.5996439435840708,79.6460175978399,100.0
95,0.8406242855957576,0.6040255116150443,80.53097362011935,100.0
96,0.8423565945455006,0.601735342920354,79.6460175978399,100.0
97,0.8522978872060776,0.6004044524336283,79.6460175978399,100.0
98,0.8426727397101266,0.6001192616150443,80.53097335005228,100.0
99,0.8621417262724468,0.6001970409292036,79.6460175978399,100.0
100,0.8608227223157883,0.5940092643805309,79.6460175978399,100.0
101,0.8597336709499359,0.5989612140486725,80.53097335005228,100.0
102,0.8510480991431645,0.5995402378318584,79.6460175978399,100.0
103,0.8377556715692792,0.5991426991150443,79.6460175978399,100.0
104,0.8447269818612507,0.5995056692477876,79.6460175978399,100.0
105,0.8580454779522759,0.5932401133849557,79.6460175978399,100.0
106,0.8557317767824445,0.6005427267699115,79.6460175978399,100.0
107,0.8452756064278739,0.602824253318584,79.6460175978399,100.0
108,0.8422101033585412,0.6005427267699115,79.6460175978399,100.0
109,0.8654049954244069,0.5925833102876106,79.6460175978399,100.0
